,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,photos,hours,transactions,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,location.cross_streets,coordinates.latitude,coordinates.longitude,special_hours,price,messaging.url,messaging.use_case_text
9,ush7jPRmsgkZycxKKYQMzg,holistic-chiropractic-and-wellness-salt-lake-city,Holistic Chiropractic & Wellness,https://s3-media1.fl.yelpcdn.com/bphoto/rjPodG6Lqnm9hDRIQKZtJg/o.jpg,True,False,https://www.yelp.com/biz/holistic-chiropractic-and-wellness-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18012300166,(801) 230-0166,9,"[{'alias': 'chiropractors', 'title': 'Chiropractors'}]",4.0,"['https://s3-media1.fl.yelpcdn.com/bphoto/rjPodG6Lqnm9hDRIQKZtJg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/GlbXZpXE0Rgm2lvYKXyQhw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/LMTVz9qTANh2rbDHL1FmWg/o.jpg']","[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1830', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1830', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1830', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1830', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1830', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],150 S 600th E,Ste 6C,,Salt Lake City,84102,US,UT,"['150 S 600th E', 'Ste 6C', 'Salt Lake City, UT 84102']",,40.765876,-111.8749075,,,https://www.yelp.com/raq/ush7jPRmsgkZycxKKYQMzg?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw#popup%3Araq,Message the Business
10,ulbs6n8OPvzhddy4fMReuQ,canada-chiropractic-salt-lake-city,Canada Chiropractic,https://s3-media1.fl.yelpcdn.com/bphoto/9x8Ys93hn-r9Wthxadpb9A/o.jpg,True,False,https://www.yelp.com/biz/canada-chiropractic-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18014871010,(801) 487-1010,9,"[{'alias': 'chiropractors', 'title': 'Chiropractors'}]",5.0,"['https://s3-media1.fl.yelpcdn.com/bphoto/9x8Ys93hn-r9Wthxadpb9A/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Abf8SenviFxeGvxWGE3XhQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/vCBknwF-51XWghGE6A56ww/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0730', 'end': '1145', 'day': 0}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0730', 'end': '1130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '1130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0730', 'end': '1130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0730', 'end': '1130', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1300', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],1473 S 600th E,,,Salt Lake City,84105,US,UT,"['1473 S 600th E', 'Salt Lake City, UT 84105']",,40.7376289367676,-111.873649597168,,,,
11,KRqKJ7S-pdxwTHL8A8nN4g,vast-chiropractic-salt-lake-city,Vast Chiropractic,https://s3-media4.fl.yelpcdn.com/bphoto/XNbgNodw5-jEsPNYXs0GFw/o.jpg,True,False,https://www.yelp.com/biz/vast-chiropractic-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18015665864,(801) 566-5864,9,"[{'alias': 'chiropractors', 'title': 'Chiropractors'}]",5.0,"['https://s3-media4.fl.yelpcdn.com/bphoto/XNbgNodw5-jEsPNYXs0GFw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/HdzdHMshCA9y8KY0wNXw0Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/po-FtVpOYZNVPI70IktGhg/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0745', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0745', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0745', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0745', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0745', 'end': '1400', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],633 East 3300 S,Ste B,,Salt Lake City,84106,US,UT,"['633 East 3300 S', 'Ste B', 'Salt Lake City, UT 84106']",,40.700336,-111.873295,,,,
12,-QsaEDGMydk_4uVQ0D_msw,canyon-view-chiropractic-wellness-salt-lake-city-2,Canyon View Chiropractic Wellness,https://s3-media2.fl.yelpcdn.com/bphoto/uqEaaUXzj6RAcXTV-m8_Qw/o.jpg,True,False,https://www.yelp.com/biz/canyon-view-chiropractic-wellness-salt-lake-city-2?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18019448700,(801) 944-8700,3,"[{'alias': 'chiropractors', 'title': 'Chiropractors'}]",5.0,"['https://s3-media2.fl.yelpcdn.com/bphoto/uqEaaUXzj6RAcXTV-m8_Qw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/jZ_MJ_nfyprzOpjrwdippw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/1z1mG07jgOv-gRcr0cVVcw/o.jpg']","[{'open': [{'is_overnight': True, 'start': '0800', 'end': '0600', 'day': 0}, {'is_overnight': True, 'start': '0800', 'end': '0600', 'day': 2}, {'is_overnight': True, 'start': '0800', 'end': '0600', 'day': 3}, {'is_overnight': True, 'start': '0800', 'end': '0600', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],7050 Highland Dr,Ste 140,,Salt Lake City,84121,US,UT,"['7050 Highland Dr', 'Ste 140', 'Salt Lake City, UT 84121']",,40.62304,-111.83452,,,,
13,ZkOkMYrxa0jHzi8tf7n0Cw,back-in-motion-chiropractic-salt-lake-city,Back In Motion Chiropractic,,False,False,https://www.yelp.com/biz/back-in-motion-chiropractic-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18015530366,(801) 553-0366,11,"[{'alias': 'chiropractors', 'title': 'Chiropractors'}]",4.5,[],,[],6415 S 3000th E,,,Salt Lake City,84121,US,UT,"['6415 S 3000th E', 'Salt Lake City, UT 84121']",,40.634559,-111.803123,,,,
14,7JJ_TvbfMLNfyJYDyCpSfQ,back-to-balance-chiropractic-and-wellness-west-valley-city,Back To Balance Chiropractic And Wellness,https://s3-media2.fl.yelpcdn.com/bphoto/p_CT6iYh-YtIx1Y0CcAouQ/o.jpg,True,False,https://www.yelp.com/biz/back-to-balance-chiropractic-and-wellness-west-valley-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18019665106,(801) 966-5106,5,"[{'alias': 'chiropractors', 'title': 'Chiropractors'}, {'alias': 'massage_therapy', 'title': 'Massage Therapy'}]",5.0,"['https://s3-media2.fl.yelpcdn.com/bphoto/p_CT6iYh-YtIx1Y0CcAouQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/nL1pkKfUiHQWHZepHH3CMA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/FhDEGlAtioRBOQUmIo2Utw/o.jpg']","[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1400', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],2739 S 5600th W,Ste 170,,West Valley City,84120,US,UT,"['2739 S 5600th W', 'Ste 170', 'West Valley City, UT 84120']",,40.7065014593962,-112.024078962018,,,,
15,SeYecY_r7X3_yysquUMhmw,elevation-chiropractic-center-salt-lake-city-3,Elevation Chiropractic Center,https://s3-media2.fl.yelpcdn.com/bphoto/EtUkOC1tTd1Nbkm8wrbiMg/o.jpg,True,False,https://www.yelp.com/biz/elevation-chiropractic-center-salt-lake-city-3?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+13857438833,(385) 743-8833,4,"[{'alias': 'chiropractors', 'title': 'Chiropractors'}, {'alias': 'painmanagement', 'title': 'Pain Management'}]",5.0,"['https://s3-media2.fl.yelpcdn.com/bphoto/EtUkOC1tTd1Nbkm8wrbiMg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/O7btAiABGcln-mD9XMH_Mg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/2LDa-jzbItA6-IfrgBLslg/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 0}, {'is_overnight': False, 'start': '1400', 'end': '1730', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1100', 'day': 1}, {'is_overnight': False, 'start': '1400', 'end': '1730', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1200', 'day': 2}, {'is_overnight': False, 'start': '1400', 'end': '1730', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1100', 'day': 3}, {'is_overnight': False, 'start': '1400', 'end': '1730', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],515 E 4500 S,Ste G 230,The Specific Chiropractic Center,Salt Lake City,84107,US,UT,"['515 E 4500 S', 'Ste G 230', 'The Specific Chiropractic Center', 'Salt Lake City, UT 84107']",,40.67468,-111.87662,,,https://www.yelp.com/raq/SeYecY_r7X3_yysquUMhmw?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw#popup%3Araq,Message the Business
16,bNdS-fHdmx8uv6eOQp1Umg,the-works-chiropractic-holladay-2,The Works Chiropractic,https://s3-media4.fl.yelpcdn.com/bphoto/t1AwskY5n-HYMiHuh1gadQ/o.jpg,True,False,https://www.yelp.com/biz/the-works-chiropractic-holladay-2?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18012737777,(801) 273-7777,14,"[{'alias': 'chiropractors', 'title': 'Chiropractors'}, {'alias': 'massage', 'title': 'Massage'}, {'alias': 'nutritionists', 'title': 'Nutritionists'}]",5.0,"['https://s3-media4.fl.yelpcdn.com/bphoto/t1AwskY5n-HYMiHuh1gadQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/0KqQxHkxBy6GC_snaglApg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/IFPxCFqlJpU-H4Z8DwcaYg/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 0}, {'is_overnight': False, 'start': '1400', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 2}, {'is_overnight': False, 'start': '1400', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 4}, {'is_overnight': False, 'start': '1400', 'end': '1900', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],1961 Murray-Holladay Rd,,,Holladay,84117,US,UT,"['1961 Murray-Holladay Rd', 'Holladay, UT 84117']",,40.666822,-111.835596,,$$,,
17,V3fyD-UkxGQqzh3IsSQ5_w,dudley-medical-and-wellness-salt-lake-city,Dudley Medical & Wellness,https://s3-media3.fl.yelpcdn.com/bphoto/bJpeLYJwKfXaxbogQ6m7pg/o.jpg,True,False,https://www.yelp.com/biz/dudley-medical-and-wellness-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18013593995,(801) 359-3995,11,"[{'alias': 'chiropractors', 'title': 'Chiropractors'}]",4.0,"['https://s3-media3.fl.yelpcdn.com/bphoto/bJpeLYJwKfXaxbogQ6m7pg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/GXAC2e5OuEVtddxoMC7QhQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/av1nqPWWtzqctQoqfMNhJA/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1300', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '1730', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1300', 'day': 1}, {'is_overnight': False, 'start': '1500', 'end': '1730', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1300', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '1630', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1300', 'day': 3}, {'is_overnight': False, 'start': '1500', 'end': '1730', 'day': 3}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],2505 E 3300th S,Ste 201,,Salt Lake City,84109,US,UT,"['2505 E 3300th S', 'Ste 201', 'Salt Lake City, UT 84109']",,40.700076,-111.819777,,,,
18,auG_r66quBNn4Fcx_iQhfA,conger-chiropractic-salt-lake-city,Conger Chiropractic,https://s3-media1.fl.yelpcdn.com/bphoto/pX0dNXojH4hPxT5k4VLLSA/o.jpg,True,False,https://www.yelp.com/biz/conger-chiropractic-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18015304802,(801) 530-4802,3,"[{'alias': 'chiropractors', 'title': 'Chiropractors'}]",3.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/pX0dNXojH4hPxT5k4VLLSA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/T8ZqIHch76e9fLF0pRsyHw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/xR7kVSpa8_Jb6CzJbVkzPw/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1300', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1300', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1300', 'day': 3}, {'is_overnight': False, 'start': '1500', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1300', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],747 E S Temple,Ste 200,,Salt Lake City,84102,US,UT,"['747 E S Temple', 'Ste 200', 'Salt Lake City, UT 84102']",,40.7698173522949,-111.869438171387,,,,
19,B__uUpEKg2kWbvihethcqA,great-basin-chiropractic-salt-lake-city,Great Basin Chiropractic,https://s3-media2.fl.yelpcdn.com/bphoto/oKAv1qVaxUz-lGWkuKPSzQ/o.jpg,True,False,https://www.yelp.com/biz/great-basin-chiropractic-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18013638899,(801) 363-8899,2,"[{'alias': 'chiropractors', 'title': 'Chiropractors'}, {'alias': 'massage_therapy', 'title': 'Massage Therapy'}]",5.0,"['https://s3-media2.fl.yelpcdn.com/bphoto/oKAv1qVaxUz-lGWkuKPSzQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/RdeMHNBWqGvNUJ3S0I0vCA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/sW-hmbJihPFB0wGv4f70zQ/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0830', 'end': '1130', 'day': 0}, {'is_overnight': False, 'start': '1430', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '1130', 'day': 2}, {'is_overnight': False, 'start': '1430', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0830', 'end': '1130', 'day': 3}, {'is_overnight': False, 'start': '1430', 'end': '1800', 'day': 3}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],223 S 700th E,,,Salt Lake City,84102,US,UT,"['223 S 700th E', 'Salt Lake City, UT 84102']",,40.7642784118652,-111.870513916016,,,,
