,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,hours,transactions,price,messaging
10,AN3r5iNKK5-aQF_EWQLCbA,smiths-salt-lake-city-4,Smith's,https://s3-media1.fl.yelpcdn.com/bphoto/Ik39jr223oiYzhufLAnOfQ/o.jpg,True,False,https://www.yelp.com/biz/smiths-salt-lake-city-4?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18013552801,(801) 355-2801,52,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'pharmacy', 'title': 'Pharmacy'}]",3.0,"{'address1': '876 E 800 S', 'address2': '', 'address3': '', 'city': 'Salt Lake City', 'zip_code': '84102', 'country': 'US', 'state': 'UT', 'display_address': ['876 E 800 S', 'Salt Lake City, UT 84102'], 'cross_streets': ''}","{'latitude': 40.750923, 'longitude': -111.866157}","['https://s3-media1.fl.yelpcdn.com/bphoto/Ik39jr223oiYzhufLAnOfQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/L5m3OYT6zsrlTHnMfS_JGw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/hgq5mtoyMrTG9YHtUM-9zg/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],$$,
11,mZc2iNAC52xfg1eeey5lGQ,jolleys-compounding-pharmacy-salt-lake-city,Jolley's Compounding Pharmacy,https://s3-media2.fl.yelpcdn.com/bphoto/tU4ZCJdRHPYgaMMVgNe29w/o.jpg,True,False,https://www.yelp.com/biz/jolleys-compounding-pharmacy-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18773565539,(877) 356-5539,16,"[{'alias': 'drugstores', 'title': 'Drugstores'}]",3.5,"{'address1': '1702 S 1100th E', 'address2': '', 'address3': '', 'city': 'Salt Lake City', 'zip_code': '84105', 'country': 'US', 'state': 'UT', 'display_address': ['1702 S 1100th E', 'Salt Lake City, UT 84105'], 'cross_streets': ''}","{'latitude': 40.733391, 'longitude': -111.859931}","['https://s3-media2.fl.yelpcdn.com/bphoto/tU4ZCJdRHPYgaMMVgNe29w/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/t1EF-h66ucGukJTHL4D-NQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/_5c_NBJKz-zlHe6x0eO7tw/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1400', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],$$$$,"{'url': 'https://www.yelp.com/raq/mZc2iNAC52xfg1eeey5lGQ?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw#popup%3Araq', 'use_case_text': 'Message the Business'}"
12,mUNeWepP_gRAtmn5DTdwTQ,medical-plaza-pharmacy-salt-lake-city,Medical Plaza Pharmacy,https://s3-media1.fl.yelpcdn.com/bphoto/5sQ_koasv8AxnpKqs0MuEQ/o.jpg,True,False,https://www.yelp.com/biz/medical-plaza-pharmacy-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18015390231,(801) 539-0231,5,"[{'alias': 'drugstores', 'title': 'Drugstores'}]",4.0,"{'address1': '1060 E 100 S', 'address2': 'Suite L-2', 'address3': '', 'city': 'Salt Lake City', 'zip_code': '84102', 'country': 'US', 'state': 'UT', 'display_address': ['1060 E 100 S', 'Suite L-2', 'Salt Lake City, UT 84102'], 'cross_streets': ''}","{'latitude': 40.766891, 'longitude': -111.860446}","['https://s3-media1.fl.yelpcdn.com/bphoto/5sQ_koasv8AxnpKqs0MuEQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/USupEksfqsZP1HwNdH979A/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0830', 'end': '1730', 'day': 0}, {'is_overnight': False, 'start': '0830', 'end': '1730', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '1730', 'day': 2}, {'is_overnight': False, 'start': '0830', 'end': '1730', 'day': 3}, {'is_overnight': False, 'start': '0830', 'end': '1730', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,"{'url': 'https://www.yelp.com/raq/mUNeWepP_gRAtmn5DTdwTQ?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw#popup%3Araq', 'use_case_text': 'Message the Business'}"
13,tjHfrFQZA1JWe-Ui-0cNSQ,walmart-pharmacy-salt-lake-city-2,Walmart Pharmacy,https://s3-media2.fl.yelpcdn.com/bphoto/_1dJmm4zfT32Qy8RzNxObw/o.jpg,True,False,https://www.yelp.com/biz/walmart-pharmacy-salt-lake-city-2?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18014847362,(801) 484-7362,2,"[{'alias': 'pharmacy', 'title': 'Pharmacy'}]",1.5,"{'address1': '350 Hope Ave', 'address2': None, 'address3': None, 'city': 'Salt Lake City', 'zip_code': '84115', 'country': 'US', 'state': 'UT', 'display_address': ['350 Hope Ave', 'Salt Lake City, UT 84115'], 'cross_streets': ''}","{'latitude': 40.740808, 'longitude': -111.90094}","['https://s3-media2.fl.yelpcdn.com/bphoto/_1dJmm4zfT32Qy8RzNxObw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/YtrgESQcBLVbCGWlx5qP6g/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,
14,oUTKJSMOcADCIgEDRE-iJg,target-salt-lake-city,Target,https://s3-media2.fl.yelpcdn.com/bphoto/7yxLXWzIc32dnLW1gKxT7g/o.jpg,True,False,https://www.yelp.com/biz/target-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18014019562,(801) 401-9562,64,"[{'alias': 'deptstores', 'title': 'Department Stores'}, {'alias': 'furniture', 'title': 'Furniture Stores'}, {'alias': 'electronics', 'title': 'Electronics'}]",3.5,"{'address1': '1110 S 300th W', 'address2': '', 'address3': '', 'city': 'Salt Lake City', 'zip_code': '84101', 'country': 'US', 'state': 'UT', 'display_address': ['1110 S 300th W', 'Salt Lake City, UT 84101'], 'cross_streets': ''}","{'latitude': 40.744916, 'longitude': -111.901664}","['https://s3-media2.fl.yelpcdn.com/bphoto/7yxLXWzIc32dnLW1gKxT7g/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/RtQI8gGlp5ksYPRz9CQ-Ng/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Ex7-drecun_HES0Fl00LtA/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],$$,
15,lSy9nU4fIOXw90QWmSLnMQ,smiths-pharmacy-salt-lake-city,Smith's Pharmacy,,True,False,https://www.yelp.com/biz/smiths-pharmacy-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18013281683,(801) 328-1683,3,"[{'alias': 'pharmacy', 'title': 'Pharmacy'}]",2.5,"{'address1': '402 6th Ave', 'address2': '', 'address3': None, 'city': 'Salt Lake City', 'zip_code': '84103', 'country': 'US', 'state': 'UT', 'display_address': ['402 6th Ave', 'Salt Lake City, UT 84103'], 'cross_streets': ''}","{'latitude': 40.7759, 'longitude': -111.87711}",[],"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,
16,1VrJZSdAPfgQU0Ahb2DbOg,mountainwest-apothecary-bountiful,Mountainwest Apothecary,https://s3-media2.fl.yelpcdn.com/bphoto/yUCwy_DOtx2jA_eKmqpjIQ/o.jpg,True,False,https://www.yelp.com/biz/mountainwest-apothecary-bountiful?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18012956979,(801) 295-6979,3,"[{'alias': 'drugstores', 'title': 'Drugstores'}]",3.5,"{'address1': '1551 S Renaissance Towne Dr', 'address2': 'Ste 104', 'address3': None, 'city': 'Bountiful', 'zip_code': '84010', 'country': 'US', 'state': 'UT', 'display_address': ['1551 S Renaissance Towne Dr', 'Ste 104', 'Bountiful, UT 84010'], 'cross_streets': ''}","{'latitude': 40.873968, 'longitude': -111.887529}","['https://s3-media2.fl.yelpcdn.com/bphoto/yUCwy_DOtx2jA_eKmqpjIQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/-rLfmWYqnO0wfjolZXH2WQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/_VDROn0WMnQ-7BSsJ-noPg/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0830', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0830', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0830', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0830', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1300', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],$$,"{'url': 'https://www.yelp.com/raq/1VrJZSdAPfgQU0Ahb2DbOg?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw#popup%3Araq', 'use_case_text': 'Message the Business'}"
17,muauHnTd1clka8opZgpaeA,smiths-food-and-drug-centers-salt-lake-city-6,Smith's Food & Drug Centers,https://s3-media1.fl.yelpcdn.com/bphoto/NqQNsVz92V4krDKey0FTAA/o.jpg,False,False,https://www.yelp.com/biz/smiths-food-and-drug-centers-salt-lake-city-6?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18013642548,(801) 364-2548,18,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'drugstores', 'title': 'Drugstores'}]",2.5,"{'address1': '828 S 900th W', 'address2': None, 'address3': None, 'city': 'Salt Lake City', 'zip_code': '84104', 'country': 'US', 'state': 'UT', 'display_address': ['828 S 900th W', 'Salt Lake City, UT 84104'], 'cross_streets': ''}","{'latitude': 40.75132, 'longitude': -111.91793}","['https://s3-media1.fl.yelpcdn.com/bphoto/NqQNsVz92V4krDKey0FTAA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/FJMFWTuzmWivUX8FTOJ9AA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/lI3BOpBIbVxhht9kjT_aww/o.jpg']",,[],$$,
18,W7D6WrMIj1KIJK44_CnsHw,salt-lake-clinic-pharmacy-salt-lake-city,Salt Lake Clinic Pharmacy,https://s3-media4.fl.yelpcdn.com/bphoto/HbK40WTKzE0z66K_RmFL5A/o.jpg,True,False,https://www.yelp.com/biz/salt-lake-clinic-pharmacy-salt-lake-city?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+13852822350,(385) 282-2350,1,"[{'alias': 'pharmacy', 'title': 'Pharmacy'}]",2.0,"{'address1': '389 South 900 East', 'address2': '', 'address3': '', 'city': 'Salt Lake City', 'zip_code': '84102', 'country': 'US', 'state': 'UT', 'display_address': ['389 South 900 East', 'Salt Lake City, UT 84102'], 'cross_streets': ''}","{'latitude': 40.761135, 'longitude': -111.864849}","['https://s3-media4.fl.yelpcdn.com/bphoto/HbK40WTKzE0z66K_RmFL5A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/VrrIJmxNuEbgSyTy_UbgxA/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1800', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,"{'url': 'https://www.yelp.com/raq/W7D6WrMIj1KIJK44_CnsHw?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw#popup%3Araq', 'use_case_text': 'Message the Business'}"
19,g-dZmuQoPsp3IPJjgp50gA,lee-s-marketplace-north-salt-lake,Leeâ€™s Marketplace,https://s3-media3.fl.yelpcdn.com/bphoto/fjNRGHnZitDJEFTfbQ5e6w/o.jpg,True,False,https://www.yelp.com/biz/lee-s-marketplace-north-salt-lake?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+13853225337,(385) 322-5337,33,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'drugstores', 'title': 'Drugstores'}]",4.0,"{'address1': '725 Redwood Rd', 'address2': '', 'address3': None, 'city': 'North Salt Lake', 'zip_code': '84054', 'country': 'US', 'state': 'UT', 'display_address': ['725 Redwood Rd', 'North Salt Lake, UT 84054'], 'cross_streets': ''}","{'latitude': 40.8541051007729, 'longitude': -111.930930484293}","['https://s3-media3.fl.yelpcdn.com/bphoto/fjNRGHnZitDJEFTfbQ5e6w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/luEox07zyYlxwi04c2DPXw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/giJpn-9hKgCM2hUIm_Es1g/o.jpg']","[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],$,
